PCS_USER_DEFINED,-1
PCS_NON_EARTH,0
PCS_EARTH_LONGITUDE_LATITUDE,1
PCS_WORLD_PLATE_CARREE,54001
PCS_WORLD_EQUIDISTANT_CYLINDRICAL,54002
PCS_WORLD_MILLER_CYLINDRICAL,54003
PCS_WORLD_MERCATOR,54004
PCS_WORLD_SINUSOIDAL,54008
PCS_WORLD_MOLLWEIDE,54009
PCS_WORLD_ECKERT_VI,54010
PCS_WORLD_ECKERT_V,54011
PCS_WORLD_ECKERT_IV,54012
PCS_WORLD_ECKERT_III,54013
PCS_WORLD_ECKERT_II,54014
PCS_WORLD_ECKERT_I,54015
PCS_WORLD_GALL_STEREOGRAPHIC,54016
PCS_WORLD_BEHRMANN,54017
PCS_WORLD_WINKEL_I,54018
PCS_WORLD_WINKEL_II,54019
PCS_WORLD_POLYCONIC,54021
PCS_WORLD_QUARTIC_AUTHALIC,54022
PCS_WORLD_LOXIMUTHAL,54023
PCS_WORLD_BONNE,54024
PCS_WORLD_HOTINE,54025
PCS_WORLD_STEREOGRAPHIC,54026
PCS_WORLD_EQUIDISTANT_CONIC,54027
PCS_WORLD_CASSINI,54028
PCS_WORLD_VAN_DER_GRINTEN_I,54029
PCS_WORLD_ROBINSON,54030
PCS_WORLD_TWO_POINT_EQUIDISTANT,54031
PCS_SPHERE_PLATE_CARREE,53001
PCS_SPHERE_EQUIDISTANT_CYLINDRICAL,53002
PCS_SPHERE_MILLER_CYLINDRICAL,53003
PCS_SPHERE_MERCATOR,53004
PCS_SPHERE_SINUSOIDAL,53008
PCS_SPHERE_MOLLWEIDE,53009
PCS_SPHERE_ECKERT_VI,53010
PCS_SPHERE_ECKERT_V,53011
PCS_SPHERE_ECKERT_IV,53012
PCS_SPHERE_ECKERT_III,53013
PCS_SPHERE_ECKERT_II,53014
PCS_SPHERE_ECKERT_I,53015
PCS_SPHERE_GALL_STEREOGRAPHIC,53016
PCS_SPHERE_BEHRMANN,53017
PCS_SPHERE_WINKEL_I,53018
PCS_SPHERE_WINKEL_II,53019
PCS_SPHERE_POLYCONIC,53021
PCS_SPHERE_QUARTIC_AUTHALIC,53022
PCS_SPHERE_LOXIMUTHAL,53023
PCS_SPHERE_BONNE,53024
PCS_SPHERE_STEREOGRAPHIC,53026
PCS_SPHERE_EQUIDISTANT_CONIC,53027
PCS_SPHERE_CASSINI,53028
PCS_SPHERE_VAN_DER_GRINTEN_I,53029
PCS_SPHERE_ROBINSON,53030
PCS_SPHERE_TWO_POINT_EQUIDISTANT,53031
PCS_WGS_1984_UTM_1N,32601
PCS_WGS_1984_UTM_2N,32602
PCS_WGS_1984_UTM_3N,32603
PCS_WGS_1984_UTM_4N,32604
PCS_WGS_1984_UTM_5N,32605
PCS_WGS_1984_UTM_6N,32606
PCS_WGS_1984_UTM_7N,32607
PCS_WGS_1984_UTM_8N,32608
PCS_WGS_1984_UTM_9N,32609
PCS_WGS_1984_UTM_10N,32610
PCS_WGS_1984_UTM_11N,32611
PCS_WGS_1984_UTM_12N,32612
PCS_WGS_1984_UTM_13N,32613
PCS_WGS_1984_UTM_14N,32614
PCS_WGS_1984_UTM_15N,32615
PCS_WGS_1984_UTM_16N,32616
PCS_WGS_1984_UTM_17N,32617
PCS_WGS_1984_UTM_18N,32618
PCS_WGS_1984_UTM_19N,32619
PCS_WGS_1984_UTM_20N,32620
PCS_WGS_1984_UTM_21N,32621
PCS_WGS_1984_UTM_22N,32622
PCS_WGS_1984_UTM_23N,32623
PCS_WGS_1984_UTM_24N,32624
PCS_WGS_1984_UTM_25N,32625
PCS_WGS_1984_UTM_26N,32626
PCS_WGS_1984_UTM_27N,32627
PCS_WGS_1984_UTM_28N,32628
PCS_WGS_1984_UTM_29N,32629
PCS_WGS_1984_UTM_30N,32630
PCS_WGS_1984_UTM_31N,32631
PCS_WGS_1984_UTM_32N,32632
PCS_WGS_1984_UTM_33N,32633
PCS_WGS_1984_UTM_34N,32634
PCS_WGS_1984_UTM_35N,32635
PCS_WGS_1984_UTM_36N,32636
PCS_WGS_1984_UTM_37N,32637
PCS_WGS_1984_UTM_38N,32638
PCS_WGS_1984_UTM_39N,32639
PCS_WGS_1984_UTM_40N,32640
PCS_WGS_1984_UTM_41N,32641
PCS_WGS_1984_UTM_42N,32642
PCS_WGS_1984_UTM_43N,32643
PCS_WGS_1984_UTM_44N,32644
PCS_WGS_1984_UTM_45N,32645
PCS_WGS_1984_UTM_46N,32646
PCS_WGS_1984_UTM_47N,32647
PCS_WGS_1984_UTM_48N,32648
PCS_WGS_1984_UTM_49N,32649
PCS_WGS_1984_UTM_50N,32650
PCS_WGS_1984_UTM_51N,32651
PCS_WGS_1984_UTM_52N,32652
PCS_WGS_1984_UTM_53N,32653
PCS_WGS_1984_UTM_54N,32654
PCS_WGS_1984_UTM_55N,32655
PCS_WGS_1984_UTM_56N,32656
PCS_WGS_1984_UTM_57N,32657
PCS_WGS_1984_UTM_58N,32658
PCS_WGS_1984_UTM_59N,32659
PCS_WGS_1984_UTM_60N,32660
PCS_WGS_1984_UTM_1S,32701
PCS_WGS_1984_UTM_2S,32702
PCS_WGS_1984_UTM_3S,32703
PCS_WGS_1984_UTM_4S,32704
PCS_WGS_1984_UTM_5S,32705
PCS_WGS_1984_UTM_6S,32706
PCS_WGS_1984_UTM_7S,32707
PCS_WGS_1984_UTM_8S,32708
PCS_WGS_1984_UTM_9S,32709
PCS_WGS_1984_UTM_10S,32710
PCS_WGS_1984_UTM_11S,32711
PCS_WGS_1984_UTM_12S,32712
PCS_WGS_1984_UTM_13S,32713
PCS_WGS_1984_UTM_14S,32714
PCS_WGS_1984_UTM_15S,32715
PCS_WGS_1984_UTM_16S,32716
PCS_WGS_1984_UTM_17S,32717
PCS_WGS_1984_UTM_18S,32718
PCS_WGS_1984_UTM_19S,32719
PCS_WGS_1984_UTM_20S,32720
PCS_WGS_1984_UTM_21S,32721
PCS_WGS_1984_UTM_22S,32722
PCS_WGS_1984_UTM_23S,32723
PCS_WGS_1984_UTM_24S,32724
PCS_WGS_1984_UTM_25S,32725
PCS_WGS_1984_UTM_26S,32726
PCS_WGS_1984_UTM_27S,32727
PCS_WGS_1984_UTM_28S,32728
PCS_WGS_1984_UTM_29S,32729
PCS_WGS_1984_UTM_30S,32730
PCS_WGS_1984_UTM_31S,32731
PCS_WGS_1984_UTM_32S,32732
PCS_WGS_1984_UTM_33S,32733
PCS_WGS_1984_UTM_34S,32734
PCS_WGS_1984_UTM_35S,32735
PCS_WGS_1984_UTM_36S,32736
PCS_WGS_1984_UTM_37S,32737
PCS_WGS_1984_UTM_38S,32738
PCS_WGS_1984_UTM_39S,32739
PCS_WGS_1984_UTM_40S,32740
PCS_WGS_1984_UTM_41S,32741
PCS_WGS_1984_UTM_42S,32742
PCS_WGS_1984_UTM_43S,32743
PCS_WGS_1984_UTM_44S,32744
PCS_WGS_1984_UTM_45S,32745
PCS_WGS_1984_UTM_46S,32746
PCS_WGS_1984_UTM_47S,32747
PCS_WGS_1984_UTM_48S,32748
PCS_WGS_1984_UTM_49S,32749
PCS_WGS_1984_UTM_50S,32750
PCS_WGS_1984_UTM_51S,32751
PCS_WGS_1984_UTM_52S,32752
PCS_WGS_1984_UTM_53S,32753
PCS_WGS_1984_UTM_54S,32754
PCS_WGS_1984_UTM_55S,32755
PCS_WGS_1984_UTM_56S,32756
PCS_WGS_1984_UTM_57S,32757
PCS_WGS_1984_UTM_58S,32758
PCS_WGS_1984_UTM_59S,32759
PCS_WGS_1984_UTM_60S,32760
PCS_TOKYO_PLATE_ZONE_I,32761
PCS_TOKYO_PLATE_ZONE_II,32762
PCS_TOKYO_PLATE_ZONE_III,32763
PCS_TOKYO_PLATE_ZONE_IV,32764
PCS_TOKYO_PLATE_ZONE_V,32765
PCS_TOKYO_PLATE_ZONE_VI,32766
PCS_TOKYO_PLATE_ZONE_VII,32767
PCS_TOKYO_PLATE_ZONE_VIII,32768
PCS_TOKYO_PLATE_ZONE_IX,32769
PCS_TOKYO_PLATE_ZONE_X,32770
PCS_TOKYO_PLATE_ZONE_XI,32771
PCS_TOKYO_PLATE_ZONE_XII,32772
PCS_TOKYO_PLATE_ZONE_XIII,32773
PCS_TOKYO_PLATE_ZONE_XIV,32774
PCS_TOKYO_PLATE_ZONE_XV,32775
PCS_TOKYO_PLATE_ZONE_XVI,32776
PCS_TOKYO_PLATE_ZONE_XVII,32777
PCS_TOKYO_PLATE_ZONE_XVIII,32778
PCS_TOKYO_PLATE_ZONE_XIX,32779
PCS_TOKYO_UTM_51,32780
PCS_TOKYO_UTM_52,32781
PCS_TOKYO_UTM_53,32782
PCS_TOKYO_UTM_54,32783
PCS_TOKYO_UTM_55,32784
PCS_TOKYO_UTM_56,32785
PCS_JAPAN_PLATE_ZONE_I,32786
PCS_JAPAN_PLATE_ZONE_II,32787
PCS_JAPAN_PLATE_ZONE_III,32788
PCS_JAPAN_PLATE_ZONE_IV,32789
PCS_JAPAN_PLATE_ZONE_V,32790
PCS_JAPAN_PLATE_ZONE_VI,32791
PCS_JAPAN_PLATE_ZONE_VII,32792
PCS_JAPAN_PLATE_ZONE_VIII,32793
PCS_JAPAN_PLATE_ZONE_IX,32794
PCS_JAPAN_PLATE_ZONE_X,32795
PCS_JAPAN_PLATE_ZONE_XI,32796
