DATUM_USER_DEFINED,-1
DATUM_AIRY_1830,6001
DATUM_AIRY_MOD,6002
DATUM_AUSTRALIAN,6003
DATUM_BESSEL_1841,6004
DATUM_BESSEL_MOD,6005
DATUM_BESSEL_NAMIBIA,6006
DATUM_CLARKE_1858,6007
DATUM_CLARKE_1866,6008
DATUM_CLARKE_1866_MICH,6009
DATUM_CLARKE_1880,6034
DATUM_CLARKE_1880_ARC,6013
DATUM_CLARKE_1880_BENOIT,6010
DATUM_CLARKE_1880_IGN,6011
DATUM_CLARKE_1880_RGS,6012
DATUM_CLARKE_1880_SGA,6014
DATUM_EVEREST_1830,6015
DATUM_EVEREST_DEF_1967,6016
DATUM_EVEREST_DEF_1975,6017
DATUM_EVEREST_MOD,6018
DATUM_GEM_10C,6031
DATUM_GRS_1967,6036
DATUM_GRS_1980,6019
DATUM_HELMERT_1906,6020
DATUM_INDONESIAN,6021
DATUM_INTERNATIONAL_1924,6022
DATUM_INTERNATIONAL_1967,6023
DATUM_KRASOVSKY_1940,6024
DATUM_NWL_9D,6025
DATUM_OSU_86F,6032
DATUM_OSU_91A,6033
DATUM_PLESSIS_1817,6027
DATUM_SPHERE,6035
DATUM_STRUVE_1860,6028
DATUM_WAR_OFFICE,6029
DATUM_WGS_1966,39001
DATUM_FISCHER_1960,39002
DATUM_FISCHER_1968,39003
DATUM_FISCHER_MOD,39004
DATUM_HOUGH_1960,39005
DATUM_EVEREST_MOD_1969,39006
DATUM_WALBECK,39007
DATUM_SPHERE_AI,39008
DATUM_ADINDAN,6201
DATUM_AFGOOYE,6205
DATUM_AGADEZ,6206
DATUM_AGD_1966,6202
DATUM_AGD_1984,6203
DATUM_AIN_EL_ABD_1970,6204
DATUM_AMERSFOORT,6289
DATUM_ARATU,6208
DATUM_ARC_1950,6209
DATUM_ARC_1960,6210
DATUM_ATF,6901
DATUM_ATS_1977,6122
DATUM_BARBADOS,6212
DATUM_BATAVIA,6211
DATUM_BEDUARAM,6213
DATUM_BEIJING_1954,6214
DATUM_BELGE_1950,6215
DATUM_BELGE_1972,6313
DATUM_BERMUDA_1957,6216
DATUM_BERN_1898,6217
DATUM_BERN_1938,6306
DATUM_BOGOTA,6218
DATUM_BUKIT_RIMPAH,6219
DATUM_CAMACUPA,6220
DATUM_CAMPO_INCHAUSPE,6221
DATUM_CAPE,6222
DATUM_CARTHAGE,6223
DATUM_CHUA,6224
DATUM_CONAKRY_1905,6315
